Anio_Electoral;C.A.;Codigo_Municipio;Municipio;Distrito;Seccion;Mesa;Censo;Votos_Emitidos;Votos_Nulos;Votos_en_blanco;Votos_Validos;Porc_Escrutado;AP-ALIANZA_POPULAR_P.DEMOCRATA;AP-FEDERACION_PARTIDOS_DE_ALIA;PP-PARTIDO_POPULAR;PP-PARTIDO_POPULAR_DE_LA_RIOJA;PSOE-PARTIDO_SOCIALISTA_OBRERO;PR-PARTIDO_RIOJANO;PR-PARTIDO_RIOJANO_PROGRESISTA;PRx-PARTIDO_RIOJANO;PRxE-PARTIDO_RIOJANO_x_ESPANA_;I.U.-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA_LA_RIOJA;PCE-PARTIDO_COMUNISTA_DE_ESPAN;MASH-MOVIMIENTO_AL_SOCIALISMO_;MASH-MVTO_AL_SOCIALISMO_HUMANI;VERDES-LOS_VERDES;VERDES-LOS_VERDES_DE_LA_RIOJA;AR.-ALTERNATIVA_RIOJANA;IZQ.-COALICION_ELECTORAL_IZQ_-;CDS-CENTRO_DEMOCRATICO_Y_SOCIA;PTE-UC-P.TRABAJADORES_ESPANA-U;PDP-PARTIDO_DEMOCRATA_POPULAR;P.C.P.E.-PARTIDO_COMUNISTA_LOS;PCPE-PARTIDO_COMUNISTA_LOS_PUE;PUMxJ-POR_UN_MUNDO_MAS_JUSTO;UPYD-UNION_PROGRESO_Y_DEMOCRAC;UPyD-UNION_PROGRESO_Y_DEMOCRAC_1;ECOLO-VERDE-COALICION_VERDES_D;PACMA-ANTITAURINO_CONTRA_MALTR;PACMA-PART._ANIMALISTA_CONTRA_;PACMA-PARTIDO_ANIMALISTA_CON_E;PACMA-PARTIDO_ANIMALISTA_CONTR;Cs-CIUDADANOS-PARTIDO_DE_LA_CI;PODEMOS-PODEMOS;PODEMOS-I.U.-PODEMOS-IZQUIERDA;PODEMOS-IU-EQUO-UNIDAS_PODEMOS;CR-IU-EQUO-CAMBIA_LA_RIOJA-IU-;EB-PARTIDO_ESCANOS_EN_BLANCO;ESCANOS_EN_BLANCO-ESCANOS_EN_B;VOX-VOX;VINEA-VINEA_La_Rioja;PLRi-POR_LA_RIOJA;p43;p44;p45;p46;p47;p48;p49;p50
2023;La Rioja;36;Calahorra;03;007;A;483;360;10;7;350;100.0;;;159;;122;;;;9;;;;;;;;;;;;;;;;;;;;;;7;;6;;6;;;;2;28;3;1;;;;;;;;
2023;La Rioja;36;Calahorra;03;007;B;565;411;11;6;400;100.0;;;191;;133;;;;12;;;;;;;;;;;;;;;;;;;;;;6;;4;;20;;;;2;24;1;1;;;;;;;;
2023;La Rioja;36;Calahorra;03;007;C;465;322;3;4;319;100.0;;;143;;106;;;;8;;;;;;;;;;;;;;;;;;;;;;0;;3;;17;;;;4;28;3;3;;;;;;;;
2023;La Rioja;36;Calahorra;03;008;A;533;393;5;8;388;100.0;;;188;;118;;;;5;;;;;;;;;;;;;;;;;;;;;;5;;3;;14;;;;2;42;2;1;;;;;;;;
2023;La Rioja;36;Calahorra;03;008;B;593;430;8;5;422;100.0;;;235;;119;;;;10;;;;;;;;;;;;;;;;;;;;;;6;;3;;11;;;;1;29;3;0;;;;;;;;
2023;La Rioja;36;Calahorra;03;009;A;522;347;6;7;341;100.0;;;141;;109;;;;9;;;;;;;;;;;;;;;;;;;;;;0;;2;;17;;;;3;44;7;2;;;;;;;;
2023;La Rioja;36;Calahorra;03;009;B;697;475;13;9;462;100.0;;;216;;134;;;;6;;;;;;;;;;;;;;;;;;;;;;3;;8;;19;;;;2;50;13;2;;;;;;;;
2023;La Rioja;36;Calahorra;03;009;C;538;355;12;3;343;100.0;;;139;;129;;;;7;;;;;;;;;;;;;;;;;;;;;;2;;1;;19;;;;0;38;5;0;;;;;;;;
2023;La Rioja;37;Camprovín;01;001;U;132;117;2;1;115;100.0;;;47;;28;;;;5;;;;;;;;;;;;;;;;;;;;;;2;;0;;21;;;;2;6;0;3;;;;;;;;
2023;La Rioja;38;Canales De La Sierra;01;001;U;86;62;1;1;61;100.0;;;13;;34;;;;1;;;;;;;;;;;;;;;;;;;;;;0;;0;;7;;;;0;5;0;0;;;;;;;;
2023;La Rioja;39;Canillas De Río Tuerto;01;001;U;38;34;0;0;34;100.0;;;10;;13;;;;3;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;;;0;6;0;1;;;;;;;;
2023;La Rioja;40;Cañas;01;001;U;55;44;0;0;44;100.0;;;27;;13;;;;0;;;;;;;;;;;;;;;;;;;;;;1;;0;;0;;;;0;1;0;2;;;;;;;;
2023;La Rioja;41;Cárdenas;01;001;U;112;99;3;0;96;100.0;;;52;;31;;;;2;;;;;;;;;;;;;;;;;;;;;;0;;0;;3;;;;0;6;0;2;;;;;;;;
2023;La Rioja;42;Casalarreina;01;001;A;444;299;3;8;296;100.0;;;100;;149;;;;8;;;;;;;;;;;;;;;;;;;;;;1;;0;;9;;;;0;19;2;0;;;;;;;;
2023;La Rioja;42;Casalarreina;01;001;B;329;234;0;1;234;100.0;;;90;;113;;;;4;;;;;;;;;;;;;;;;;;;;;;1;;0;;9;;;;0;12;2;2;;;;;;;;
2023;La Rioja;43;Castañares De Rioja;01;001;U;332;270;10;6;260;100.0;;;67;;148;;;;8;;;;;;;;;;;;;;;;;;;;;;1;;0;;19;;;;0;8;0;3;;;;;;;;
2023;La Rioja;44;Castroviejo;01;001;U;55;53;1;1;52;100.0;;;8;;19;;;;3;;;;;;;;;;;;;;;;;;;;;;1;;0;;5;;;;0;3;0;12;;;;;;;;
2023;La Rioja;45;Cellorigo;01;001;U;10;10;0;0;10;100.0;;;2;;7;;;;0;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;;;0;0;0;0;;;;;;;;
2023;La Rioja;46;Cenicero;01;001;A;487;386;10;11;376;100.0;;;169;;109;;;;7;;;;;;;;;;;;;;;;;;;;;;1;;0;;11;;;;1;33;0;34;;;;;;;;
2023;La Rioja;46;Cenicero;01;001;B;493;361;8;7;353;100.0;;;165;;101;;;;4;;;;;;;;;;;;;;;;;;;;;;1;;1;;25;;;;0;13;1;35;;;;;;;;
2023;La Rioja;46;Cenicero;01;002;U;563;411;4;20;407;100.0;;;183;;133;;;;8;;;;;;;;;;;;;;;;;;;;;;0;;3;;17;;;;0;14;1;28;;;;;;;;
2023;La Rioja;47;Cervera Del Río Alhama;01;001;A;714;573;12;5;561;100.0;;;250;;170;;;;7;;;;;;;;;;;;;;;;;;;;;;0;;0;;15;;;;0;32;80;2;;;;;;;;
2023;La Rioja;47;Cervera Del Río Alhama;01;001;B;344;299;3;5;296;100.0;;;140;;99;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;0;;7;;;;1;11;26;4;;;;;;;;
2023;La Rioja;47;Cervera Del Río Alhama;03;001;A;176;148;0;2;148;100.0;;;85;;26;;;;2;;;;;;;;;;;;;;;;;;;;;;0;;0;;3;;;;1;26;3;0;;;;;;;;
2023;La Rioja;47;Cervera Del Río Alhama;03;001;B;148;127;1;0;126;100.0;;;62;;35;;;;2;;;;;;;;;;;;;;;;;;;;;;0;;0;;5;;;;0;11;3;8;;;;;;;;
2023;La Rioja;47;Cervera Del Río Alhama;03;001;C;425;397;10;1;387;100.0;;;212;;115;;;;12;;;;;;;;;;;;;;;;;;;;;;0;;2;;8;;;;3;24;7;3;;;;;;;;
2023;La Rioja;48;Cidamón;01;001;U;19;19;0;2;19;100.0;;;16;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;1;0;0;;;;;;;;
2023;La Rioja;49;Cihuri;01;001;U;169;134;5;1;129;100.0;;;79;;31;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;4;;;;2;9;0;1;;;;;;;;
2023;La Rioja;50;Cirueña;01;001;U;151;96;2;4;94;100.0;;;57;;12;;;;3;;;;;;;;;;;;;;;;;;;;;;0;;0;;4;;;;1;4;0;9;;;;;;;;
2023;La Rioja;51;Clavijo;01;001;U;231;187;4;2;183;100.0;;;102;;34;;;;7;;;;;;;;;;;;;;;;;;;;;;2;;0;;11;;;;0;24;0;1;;;;;;;;
2023;La Rioja;52;Cordovín;01;001;U;142;115;2;2;113;100.0;;;70;;15;;;;7;;;;;;;;;;;;;;;;;;;;;;0;;0;;11;;;;0;6;0;2;;;;;;;;
2023;La Rioja;53;Corera;01;001;U;209;183;1;11;182;100.0;;;65;;80;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;3;;1;;;;2;14;0;3;;;;;;;;
2023;La Rioja;54;Cornago;01;001;U;285;255;9;3;246;100.0;;;94;;103;;;;8;;;;;;;;;;;;;;;;;;;;;;0;;0;;3;;;;0;32;0;3;;;;;;;;
2023;La Rioja;55;Corporales;01;001;A;19;13;0;1;13;100.0;;;10;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;2;0;0;;;;;;;;
2023;La Rioja;55;Corporales;01;001;B;19;19;2;0;17;100.0;;;8;;5;;;;0;;;;;;;;;;;;;;;;;;;;;;0;;1;;1;;;;1;1;0;0;;;;;;;;
2023;La Rioja;56;Cuzcurrita De Río Tirón;01;001;U;428;324;9;0;315;100.0;;;178;;107;;;;5;;;;;;;;;;;;;;;;;;;;;;0;;1;;5;;;;0;14;0;5;;;;;;;;
2023;La Rioja;57;Daroca De Rioja;01;001;U;56;51;0;0;51;100.0;;;21;;15;;;;8;;;;;;;;;;;;;;;;;;;;;;0;;0;;2;;;;0;3;0;2;;;;;;;;
2023;La Rioja;58;Enciso;01;001;U;160;131;1;1;130;100.0;;;61;;40;;;;8;;;;;;;;;;;;;;;;;;;;;;0;;2;;11;;;;0;6;1;0;;;;;;;;
2023;La Rioja;59;Entrena;01;001;A;552;445;7;11;438;100.0;;;223;;128;;;;10;;;;;;;;;;;;;;;;;;;;;;1;;2;;10;;;;0;45;0;8;;;;;;;;
2023;La Rioja;59;Entrena;01;001;B;616;487;14;4;473;100.0;;;235;;166;;;;13;;;;;;;;;;;;;;;;;;;;;;0;;1;;14;;;;1;38;0;1;;;;;;;;
2023;La Rioja;60;Estollo;01;001;U;81;60;1;1;59;100.0;;;37;;9;;;;6;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;;;0;4;0;1;;;;;;;;
2023;La Rioja;61;Ezcaray;01;001;A;621;472;12;6;460;100.0;;;224;;182;;;;6;;;;;;;;;;;;;;;;;;;;;;5;;2;;15;;;;1;7;0;12;;;;;;;;
2023;La Rioja;61;Ezcaray;01;001;B;503;362;7;7;355;100.0;;;153;;156;;;;3;;;;;;;;;;;;;;;;;;;;;;2;;6;;8;;;;0;9;0;11;;;;;;;;
2023;La Rioja;61;Ezcaray;01;001;C;477;381;7;3;374;100.0;;;185;;154;;;;1;;;;;;;;;;;;;;;;;;;;;;0;;0;;12;;;;0;9;0;10;;;;;;;;
2023;La Rioja;62;Foncea;01;001;U;82;60;2;2;58;100.0;;;38;;10;;;;0;;;;;;;;;;;;;;;;;;;;;;1;;0;;5;;;;1;1;0;0;;;;;;;;
2023;La Rioja;63;Fonzaleche;01;001;A;63;49;1;1;48;100.0;;;23;;16;;;;0;;;;;;;;;;;;;;;;;;;;;;1;;0;;1;;;;0;5;0;1;;;;;;;;
2023;La Rioja;63;Fonzaleche;01;001;B;35;30;1;2;29;100.0;;;20;;7;;;;0;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;0;0;0;;;;;;;;
2023;La Rioja;64;Fuenmayor;01;001;A;457;332;6;3;326;100.0;;;165;;88;;;;9;;;;;;;;;;;;;;;;;;;;;;2;;4;;26;;;;2;22;1;4;;;;;;;;
2023;La Rioja;64;Fuenmayor;01;001;B;448;328;8;9;320;100.0;;;137;;100;;;;8;;;;;;;;;;;;;;;;;;;;;;0;;2;;39;;;;0;24;0;1;;;;;;;;
2023;La Rioja;64;Fuenmayor;01;002;A;773;542;6;7;536;100.0;;;242;;198;;;;12;;;;;;;;;;;;;;;;;;;;;;2;;0;;28;;;;0;41;0;6;;;;;;;;
2023;La Rioja;64;Fuenmayor;01;002;B;734;484;10;4;474;100.0;;;212;;161;;;;17;;;;;;;;;;;;;;;;;;;;;;4;;3;;34;;;;2;28;1;8;;;;;;;;
2023;La Rioja;65;Galbárruli;01;001;U;76;74;1;0;73;100.0;;;41;;28;;;;0;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;;;0;3;0;0;;;;;;;;
2023;La Rioja;66;Galilea;01;001;U;282;226;6;7;220;100.0;;;116;;52;;;;9;;;;;;;;;;;;;;;;;;;;;;1;;3;;7;;;;0;19;0;6;;;;;;;;
2023;La Rioja;67;Gallinero De Cameros;01;001;U;17;13;0;1;13;100.0;;;1;;6;;;;4;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;0;0;1;;;;;;;;
2023;La Rioja;68;Gimileo;01;001;U;72;59;0;1;59;100.0;;;34;;16;;;;0;;;;;;;;;;;;;;;;;;;;;;2;;0;;0;;;;0;4;1;1;;;;;;;;
2023;La Rioja;69;Grañón;01;001;U;201;166;3;2;163;100.0;;;82;;36;;;;7;;;;;;;;;;;;;;;;;;;;;;1;;1;;10;;;;0;23;0;1;;;;;;;;
2023;La Rioja;70;Grávalos;01;001;U;138;121;0;0;121;100.0;;;48;;58;;;;3;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;9;0;3;;;;;;;;
2023;La Rioja;71;Haro;01;001;U;522;315;10;6;305;100.0;;;136;;96;;;;34;;;;;;;;;;;;;;;;;;;;;;1;;4;;12;;;;0;12;0;4;;;;;;;;
2023;La Rioja;71;Haro;02;001;A;466;318;6;1;312;100.0;;;161;;97;;;;3;;;;;;;;;;;;;;;;;;;;;;3;;6;;14;;;;2;15;3;7;;;;;;;;
2023;La Rioja;71;Haro;02;001;B;608;416;11;7;405;100.0;;;202;;113;;;;13;;;;;;;;;;;;;;;;;;;;;;1;;7;;15;;;;0;24;10;13;;;;;;;;
2023;La Rioja;71;Haro;02;001;C;505;363;8;6;355;100.0;;;178;;105;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;5;;13;;;;2;24;6;13;;;;;;;;
2023;La Rioja;71;Haro;02;002;U;517;352;6;3;346;100.0;;;170;;96;;;;3;;;;;;;;;;;;;;;;;;;;;;2;;17;;14;;;;1;20;6;14;;;;;;;;
2023;La Rioja;71;Haro;03;001;A;512;336;10;6;326;100.0;;;134;;79;;;;24;;;;;;;;;;;;;;;;;;;;;;4;;6;;16;;;;0;25;20;12;;;;;;;;
2023;La Rioja;71;Haro;03;001;B;490;294;7;4;287;100.0;;;131;;85;;;;8;;;;;;;;;;;;;;;;;;;;;;4;;5;;14;;;;1;21;4;10;;;;;;;;
2023;La Rioja;71;Haro;04;001;A;523;368;15;6;353;100.0;;;162;;118;;;;2;;;;;;;;;;;;;;;;;;;;;;3;;8;;22;;;;3;12;3;14;;;;;;;;
2023;La Rioja;71;Haro;04;001;B;536;373;13;5;360;100.0;;;160;;123;;;;14;;;;;;;;;;;;;;;;;;;;;;2;;6;;16;;;;2;13;5;14;;;;;;;;
2023;La Rioja;71;Haro;04;001;C;541;371;10;1;361;100.0;;;180;;125;;;;0;;;;;;;;;;;;;;;;;;;;;;3;;4;;14;;;;1;16;2;15;;;;;;;;
2023;La Rioja;71;Haro;04;002;U;707;480;8;6;472;100.0;;;229;;132;;;;10;;;;;;;;;;;;;;;;;;;;;;8;;10;;19;;;;1;40;12;5;;;;;;;;
2023;La Rioja;71;Haro;04;003;A;608;416;12;5;404;100.0;;;168;;137;;;;6;;;;;;;;;;;;;;;;;;;;;;7;;3;;19;;;;1;30;15;13;;;;;;;;
2023;La Rioja;71;Haro;04;003;B;691;494;16;7;478;100.0;;;204;;167;;;;5;;;;;;;;;;;;;;;;;;;;;;5;;7;;26;;;;2;30;15;10;;;;;;;;
2023;La Rioja;71;Haro;04;004;A;551;395;2;8;393;100.0;;;189;;122;;;;5;;;;;;;;;;;;;;;;;;;;;;1;;7;;21;;;;1;17;7;15;;;;;;;;
2023;La Rioja;71;Haro;04;004;B;529;341;9;5;332;100.0;;;180;;88;;;;3;;;;;;;;;;;;;;;;;;;;;;2;;4;;14;;;;0;20;6;10;;;;;;;;
2023;La Rioja;71;Haro;04;004;C;517;352;2;1;350;100.0;;;203;;91;;;;0;;;;;;;;;;;;;;;;;;;;;;2;;2;;10;;;;1;16;6;18;;;;;;;;
2023;La Rioja;72;Herce;01;001;U;287;265;3;3;262;100.0;;;104;;109;;;;1;;;;;;;;;;;;;;;;;;;;;;0;;0;;12;;;;0;6;10;17;;;;;;;;
2023;La Rioja;73;Herramélluri;01;001;U;89;75;0;2;75;100.0;;;27;;30;;;;3;;;;;;;;;;;;;;;;;;;;;;0;;2;;7;;;;0;0;0;4;;;;;;;;
2023;La Rioja;74;Hervías;01;001;U;108;95;1;4;94;100.0;;;36;;24;;;;8;;;;;;;;;;;;;;;;;;;;;;1;;0;;10;;;;0;8;0;3;;;;;;;;
2023;La Rioja;75;Hormilla;01;001;U;332;291;4;4;287;100.0;;;76;;90;;;;3;;;;;;;;;;;;;;;;;;;;;;0;;0;;19;;;;0;19;1;75;;;;;;;;
2023;La Rioja;76;Hormilleja;01;001;U;111;85;0;1;85;100.0;;;47;;27;;;;2;;;;;;;;;;;;;;;;;;;;;;2;;0;;1;;;;0;4;0;1;;;;;;;;
2023;La Rioja;77;Hornillos De Cameros;01;001;U;15;14;1;0;13;100.0;;;6;;5;;;;1;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;1;0;0;;;;;;;;
2023;La Rioja;78;Hornos De Moncalvillo;01;001;U;79;63;3;0;60;100.0;;;24;;21;;;;3;;;;;;;;;;;;;;;;;;;;;;2;;1;;2;;;;0;6;0;1;;;;;;;;
2023;La Rioja;79;Huércanos;01;001;U;629;542;12;3;530;100.0;;;318;;119;;;;19;;;;;;;;;;;;;;;;;;;;;;0;;3;;17;;;;1;46;0;4;;;;;;;;
2023;La Rioja;80;Igea;01;001;U;423;389;5;9;384;100.0;;;245;;79;;;;12;;;;;;;;;;;;;;;;;;;;;;0;;2;;6;;;;0;23;4;4;;;;;;;;
2023;La Rioja;81;Jalón De Cameros;01;001;U;19;19;2;1;17;100.0;;;7;;0;;;;2;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;7;0;0;;;;;;;;
2023;La Rioja;82;Laguna De Cameros;01;001;U;110;99;1;0;98;100.0;;;37;;31;;;;4;;;;;;;;;;;;;;;;;;;;;;1;;0;;3;;;;0;8;0;14;;;;;;;;
2023;La Rioja;83;Lagunilla Del Jubera;01;001;U;358;328;4;2;324;100.0;;;173;;44;;;;0;;;;;;;;;;;;;;;;;;;;;;4;;2;;5;;;;1;13;1;79;;;;;;;;
2023;La Rioja;84;Lardero;01;001;A;532;354;6;4;348;100.0;;;142;;119;;;;9;;;;;;;;;;;;;;;;;;;;;;4;;1;;14;;;;0;43;0;12;;;;;;;;
2023;La Rioja;84;Lardero;01;001;B;563;350;9;3;341;100.0;;;142;;121;;;;6;;;;;;;;;;;;;;;;;;;;;;4;;0;;19;;;;0;36;3;7;;;;;;;;
2023;La Rioja;84;Lardero;01;001;C;613;410;4;4;406;100.0;;;188;;127;;;;6;;;;;;;;;;;;;;;;;;;;;;2;;2;;20;;;;1;43;1;12;;;;;;;;
2023;La Rioja;84;Lardero;01;002;A;671;468;13;7;455;100.0;;;215;;130;;;;14;;;;;;;;;;;;;;;;;;;;;;5;;1;;20;;;;1;49;6;7;;;;;;;;
2023;La Rioja;84;Lardero;01;002;B;754;521;9;9;512;100.0;;;241;;159;;;;11;;;;;;;;;;;;;;;;;;;;;;5;;0;;23;;;;1;53;3;7;;;;;;;;
2023;La Rioja;84;Lardero;01;003;A;481;353;3;2;350;100.0;;;172;;84;;;;9;;;;;;;;;;;;;;;;;;;;;;4;;3;;15;;;;1;48;3;9;;;;;;;;
2023;La Rioja;84;Lardero;01;003;B;528;394;3;3;391;100.0;;;216;;91;;;;8;;;;;;;;;;;;;;;;;;;;;;4;;2;;10;;;;0;47;1;9;;;;;;;;
2023;La Rioja;84;Lardero;01;003;C;609;430;10;4;420;100.0;;;207;;106;;;;13;;;;;;;;;;;;;;;;;;;;;;4;;2;;13;;;;5;52;1;13;;;;;;;;
2023;La Rioja;84;Lardero;01;004;A;558;405;8;10;397;100.0;;;240;;51;;;;14;;;;;;;;;;;;;;;;;;;;;;4;;8;;15;;;;1;47;0;7;;;;;;;;
2023;La Rioja;84;Lardero;01;004;B;615;437;1;2;436;100.0;;;239;;92;;;;12;;;;;;;;;;;;;;;;;;;;;;2;;10;;18;;;;2;49;2;8;;;;;;;;
2023;La Rioja;84;Lardero;01;005;A;558;365;5;7;360;100.0;;;154;;83;;;;10;;;;;;;;;;;;;;;;;;;;;;11;;2;;19;;;;2;60;0;12;;;;;;;;
2023;La Rioja;84;Lardero;01;005;B;656;429;9;4;420;100.0;;;186;;110;;;;12;;;;;;;;;;;;;;;;;;;;;;5;;9;;20;;;;0;57;5;12;;;;;;;;
2023;La Rioja;84;Lardero;01;005;C;673;431;7;7;424;100.0;;;181;;112;;;;20;;;;;;;;;;;;;;;;;;;;;;8;;8;;20;;;;0;56;5;7;;;;;;;;
2023;La Rioja;86;Ledesma De La Cogolla;01;001;U;15;14;0;0;14;100.0;;;12;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;2;0;0;;;;;;;;
2023;La Rioja;87;Leiva;01;001;U;182;152;2;2;150;100.0;;;84;;37;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;2;;18;;;;0;3;2;0;;;;;;;;
2023;La Rioja;88;Leza De Río Leza;01;001;U;38;31;0;0;31;100.0;;;14;;9;;;;2;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;;;0;4;0;1;;;;;;;;
2023;La Rioja;89;Logroño;01;001;A;432;208;2;0;206;100.0;;;65;;58;;;;5;;;;;;;;;;;;;;;;;;;;;;2;;7;;44;;;;1;21;0;3;;;;;;;;
2023;La Rioja;89;Logroño;01;001;B;409;237;5;5;232;100.0;;;76;;73;;;;17;;;;;;;;;;;;;;;;;;;;;;2;;1;;35;;;;2;16;3;2;;;;;;;;
2023;La Rioja;89;Logroño;01;002;U;728;417;2;5;415;100.0;;;167;;125;;;;15;;;;;;;;;;;;;;;;;;;;;;1;;13;;42;;;;5;29;0;13;;;;;;;;
2023;La Rioja;89;Logroño;01;003;A;595;444;2;7;442;100.0;;;229;;107;;;;23;;;;;;;;;;;;;;;;;;;;;;2;;6;;21;;;;3;33;3;8;;;;;;;;
2023;La Rioja;89;Logroño;01;003;B;682;507;7;5;500;100.0;;;277;;107;;;;17;;;;;;;;;;;;;;;;;;;;;;4;;9;;27;;;;1;45;2;6;;;;;;;;
2023;La Rioja;89;Logroño;01;004;A;485;328;2;6;326;100.0;;;150;;91;;;;11;;;;;;;;;;;;;;;;;;;;;;2;;4;;23;;;;2;34;0;3;;;;;;;;
2023;La Rioja;89;Logroño;01;004;B;519;364;2;3;362;100.0;;;170;;98;;;;8;;;;;;;;;;;;;;;;;;;;;;2;;1;;29;;;;1;44;1;5;;;;;;;;
2023;La Rioja;89;Logroño;02;001;A;591;413;4;8;409;100.0;;;164;;133;;;;21;;;;;;;;;;;;;;;;;;;;;;6;;5;;30;;;;2;35;2;3;;;;;;;;
2023;La Rioja;89;Logroño;02;001;B;585;411;4;9;407;100.0;;;165;;135;;;;15;;;;;;;;;;;;;;;;;;;;;;2;;2;;28;;;;2;35;5;9;;;;;;;;
2023;La Rioja;89;Logroño;02;002;A;701;487;14;6;473;100.0;;;184;;162;;;;32;;;;;;;;;;;;;;;;;;;;;;4;;8;;36;;;;1;24;3;13;;;;;;;;
2023;La Rioja;89;Logroño;02;002;B;648;450;6;11;444;100.0;;;170;;139;;;;19;;;;;;;;;;;;;;;;;;;;;;4;;9;;39;;;;1;30;3;19;;;;;;;;
2023;La Rioja;89;Logroño;02;003;U;730;490;8;4;482;100.0;;;185;;179;;;;23;;;;;;;;;;;;;;;;;;;;;;2;;3;;34;;;;1;36;3;12;;;;;;;;
2023;La Rioja;89;Logroño;02;004;A;435;249;4;2;245;100.0;;;78;;104;;;;10;;;;;;;;;;;;;;;;;;;;;;3;;1;;22;;;;0;14;0;11;;;;;;;;
2023;La Rioja;89;Logroño;02;004;B;494;316;6;3;310;100.0;;;102;;119;;;;22;;;;;;;;;;;;;;;;;;;;;;3;;2;;31;;;;1;13;2;12;;;;;;;;
2023;La Rioja;89;Logroño;02;005;A;511;285;4;2;281;100.0;;;95;;112;;;;17;;;;;;;;;;;;;;;;;;;;;;2;;4;;14;;;;1;20;4;10;;;;;;;;
2023;La Rioja;89;Logroño;02;005;B;363;204;2;0;202;100.0;;;62;;74;;;;11;;;;;;;;;;;;;;;;;;;;;;2;;2;;18;;;;0;23;1;9;;;;;;;;
2023;La Rioja;89;Logroño;02;006;A;386;255;7;4;248;100.0;;;93;;90;;;;10;;;;;;;;;;;;;;;;;;;;;;0;;3;;23;;;;1;14;1;9;;;;;;;;
2023;La Rioja;89;Logroño;02;006;B;419;301;7;2;294;100.0;;;126;;113;;;;13;;;;;;;;;;;;;;;;;;;;;;2;;2;;7;;;;2;22;2;3;;;;;;;;
2023;La Rioja;89;Logroño;02;007;A;733;436;14;4;422;100.0;;;141;;153;;;;31;;;;;;;;;;;;;;;;;;;;;;3;;6;;25;;;;1;40;4;14;;;;;;;;
2023;La Rioja;89;Logroño;02;007;B;765;472;13;3;459;100.0;;;192;;151;;;;26;;;;;;;;;;;;;;;;;;;;;;8;;3;;19;;;;3;42;1;11;;;;;;;;
2023;La Rioja;89;Logroño;02;008;A;577;391;6;5;385;100.0;;;152;;127;;;;17;;;;;;;;;;;;;;;;;;;;;;1;;3;;30;;;;0;35;6;9;;;;;;;;
2023;La Rioja;89;Logroño;02;008;B;594;389;10;3;379;100.0;;;146;;153;;;;11;;;;;;;;;;;;;;;;;;;;;;1;;7;;18;;;;0;33;1;6;;;;;;;;
2023;La Rioja;89;Logroño;02;009;A;430;269;5;3;264;100.0;;;95;;101;;;;14;;;;;;;;;;;;;;;;;;;;;;1;;3;;11;;;;0;28;3;5;;;;;;;;
2023;La Rioja;89;Logroño;02;009;B;409;266;3;3;263;100.0;;;94;;95;;;;18;;;;;;;;;;;;;;;;;;;;;;2;;0;;14;;;;1;26;3;7;;;;;;;;
2023;La Rioja;89;Logroño;02;010;A;633;430;4;7;426;100.0;;;186;;126;;;;21;;;;;;;;;;;;;;;;;;;;;;0;;7;;20;;;;3;34;11;11;;;;;;;;
2023;La Rioja;89;Logroño;02;010;B;696;488;9;5;479;100.0;;;186;;150;;;;26;;;;;;;;;;;;;;;;;;;;;;4;;6;;24;;;;5;46;12;15;;;;;;;;
2023;La Rioja;89;Logroño;02;011;U;600;389;21;5;368;100.0;;;119;;143;;;;9;;;;;;;;;;;;;;;;;;;;;;3;;7;;36;;;;0;33;2;11;;;;;;;;
2023;La Rioja;89;Logroño;02;012;U;682;378;4;1;374;100.0;;;121;;158;;;;21;;;;;;;;;;;;;;;;;;;;;;0;;2;;30;;;;1;29;3;8;;;;;;;;
2023;La Rioja;89;Logroño;02;013;U;674;439;7;7;432;100.0;;;199;;141;;;;18;;;;;;;;;;;;;;;;;;;;;;0;;6;;20;;;;3;31;0;7;;;;;;;;
2023;La Rioja;89;Logroño;02;014;A;429;319;1;6;318;100.0;;;164;;87;;;;14;;;;;;;;;;;;;;;;;;;;;;3;;4;;12;;;;2;22;1;3;;;;;;;;
2023;La Rioja;89;Logroño;02;014;B;391;304;4;7;300;100.0;;;159;;81;;;;5;;;;;;;;;;;;;;;;;;;;;;1;;4;;7;;;;2;32;0;2;;;;;;;;
