Codcir;Codmun;Municipio;Mesa;Censo;Certif_alta;Certif_correc;Censo total;Votos_electores;Votos_interventores;Votos_totales;Votos_nulos;Votos_blancos;Geroa Bai;UPN;PSN;EH Bildu;UPyD;I-E;PP;Podemos;Ciudadanos;LN;Equo;PACMA;SAIn;RCN-NOK
31;254;Villafranca;1-001 -A;560;0;0;560;435;0;435;5;2;24;194;124;21;0;4;8;41;9;0;1;0;1;1
31;254;Villafranca;1-001 -B;572;0;0;572;457;0;457;5;3;33;176;148;11;0;9;7;53;10;0;2;0;0;0
31;254;Villafranca;2-001 -A;387;0;0;387;295;0;295;3;7;18;90;88;22;2;15;6;33;6;0;0;3;1;1
31;254;Villafranca;2-001 -B;403;0;0;403;326;0;326;2;1;23;92;97;22;1;13;4;54;12;1;1;1;1;1
31;255;Villamayor de Monjardín;1-001 -U;100;0;0;100;73;0;73;1;1;5;32;13;6;0;2;1;10;1;0;0;0;1;0
31;257;Villatuerta;1-001 -A;457;0;0;457;340;0;340;10;10;58;93;44;43;2;4;11;45;9;0;1;6;0;4
31;257;Villatuerta;1-001 -B;401;0;0;401;307;0;307;0;8;64;80;46;35;2;11;3;36;12;3;2;4;0;1
31;258;Villava - Atarrabia;1-001 -A;614;0;0;614;437;0;437;3;5;96;89;24;112;3;17;6;62;9;0;2;2;2;5
31;258;Villava - Atarrabia;1-001 -B;634;0;0;634;445;0;445;5;8;91;82;34;113;0;12;10;69;12;2;2;3;0;2
31;258;Villava - Atarrabia;1-001 -C;512;0;0;512;357;0;357;7;5;78;55;28;100;0;12;11;49;4;2;1;2;0;3
31;258;Villava - Atarrabia;2-001 -A;629;0;0;629;451;0;451;6;4;104;70;32;140;3;20;3;43;13;2;6;4;0;1
31;258;Villava - Atarrabia;2-001 -B;631;0;0;631;463;0;463;4;6;95;75;29;133;4;26;3;69;9;2;1;5;0;2
31;258;Villava - Atarrabia;2-002 -A;575;0;0;575;431;0;431;5;5;80;67;58;108;0;16;4;62;9;3;3;7;1;3
31;258;Villava - Atarrabia;2-002 -B;580;0;0;580;414;0;414;4;5;78;70;51;88;2;16;8;69;13;0;5;3;2;0
31;258;Villava - Atarrabia;2-002 -C;514;0;0;514;366;0;366;3;8;83;53;39;80;1;19;5;59;9;2;2;1;0;2
31;258;Villava - Atarrabia;2-003 -A;811;0;0;811;603;0;603;6;7;149;146;34;128;1;24;8;72;13;5;2;7;1;0
31;258;Villava - Atarrabia;2-003 -B;818;0;0;818;595;0;595;4;4;143;128;48;133;0;19;13;81;10;1;3;6;0;2
31;258;Villava - Atarrabia;2-004 -A;760;0;0;760;588;0;588;6;6;151;72;72;157;3;27;3;76;6;2;2;2;1;2
31;258;Villava - Atarrabia;2-004 -B;737;0;0;737;566;0;566;7;8;112;77;68;129;1;19;9;96;14;3;4;9;4;6
31;261;Yesa;1-001 -U;241;0;0;241;195;0;195;2;4;18;68;27;21;2;8;10;20;5;1;2;3;0;4
31;262;Zabalza - Zabaltza;1-001 -U;212;0;0;212;178;0;178;1;1;41;44;2;34;0;8;3;38;0;1;3;1;0;1
31;73;Ziordia;1-001 -U;326;0;0;326;263;0;263;5;1;55;31;8;120;0;2;10;22;5;0;3;0;0;1
31;907;Zizur Mayor - Zizur Nagusia;1-001 -A;540;0;0;540;415;0;415;4;16;79;154;18;46;3;6;14;49;19;0;4;0;0;3
31;907;Zizur Mayor - Zizur Nagusia;1-001 -B;562;0;0;562;426;0;426;2;9;66;189;31;38;5;10;9;40;16;1;5;0;1;4
31;907;Zizur Mayor - Zizur Nagusia;1-002 -A;678;0;0;678;490;0;490;4;10;104;139;46;48;2;14;20;62;22;1;6;5;5;2
31;907;Zizur Mayor - Zizur Nagusia;1-002 -B;674;0;0;674;463;0;463;2;11;87;137;49;65;1;20;13;44;19;0;5;5;1;4
31;907;Zizur Mayor - Zizur Nagusia;1-003 -A;531;0;0;531;377;0;377;3;8;87;60;43;65;0;15;10;64;10;2;2;4;1;3
31;907;Zizur Mayor - Zizur Nagusia;1-003 -B;523;0;0;523;393;0;393;4;6;74;66;53;54;2;29;9;72;10;1;5;5;0;3
31;907;Zizur Mayor - Zizur Nagusia;1-003 -C;527;0;0;527;390;0;390;5;7;73;75;51;52;2;12;10;77;7;1;6;6;0;6
31;907;Zizur Mayor - Zizur Nagusia;1-004 -A;648;0;0;648;479;0;479;5;8;109;123;25;78;1;16;15;61;17;3;4;5;1;8
31;907;Zizur Mayor - Zizur Nagusia;1-004 -B;686;0;0;686;492;0;492;4;5;114;111;26;94;0;13;21;65;30;1;3;2;3;0
31;907;Zizur Mayor - Zizur Nagusia;1-004 -C;625;0;0;625;472;0;472;8;19;89;98;25;68;2;24;17;86;16;6;5;3;3;3
31;907;Zizur Mayor - Zizur Nagusia;1-005 -A;633;0;0;633;452;0;452;4;9;125;96;27;53;2;12;10;74;17;1;7;8;1;6
31;907;Zizur Mayor - Zizur Nagusia;1-005 -B;597;0;0;597;464;0;464;3;3;122;97;31;59;3;16;14;82;21;3;6;2;0;2
31;907;Zizur Mayor - Zizur Nagusia;1-006 -U;580;0;0;580;441;0;441;3;12;124;67;32;64;3;13;6;90;20;0;1;4;1;1
31;907;Zizur Mayor - Zizur Nagusia;1-007 -A;622;0;0;622;458;0;458;2;14;104;121;25;48;6;21;18;70;19;0;2;6;1;1
31;907;Zizur Mayor - Zizur Nagusia;1-007 -B;633;0;0;633;470;0;470;2;6;127;103;35;40;2;18;9;93;26;0;4;3;2;0
31;907;Zizur Mayor - Zizur Nagusia;1-008 -A;753;0;0;753;574;0;574;4;22;112;96;42;64;3;19;19;136;33;1;11;6;0;6
31;907;Zizur Mayor - Zizur Nagusia;1-008 -B;752;0;0;752;598;0;598;5;15;112;109;48;72;2;30;15;139;30;0;12;4;1;4
31;263;Zubieta;1-001 -U;241;0;0;241;191;0;191;1;4;56;7;9;89;0;0;11;12;1;0;0;1;0;0
31;264;Zugarramurdi;1-001 -U;180;0;0;180;114;0;114;1;3;23;20;2;33;0;2;6;21;1;0;1;0;0;1
31;265;Zúñiga;1-001 -U;85;0;0;85;56;0;56;1;3;13;9;2;15;0;4;2;3;3;1;0;0;0;0
31;990;Residentes Ausentes Navarra;99-001 -U;23156;0;0;23156;814;0;814;2;1;76;168;94;132;13;19;86;148;27;2;22;18;1;5
Total;;;;501252;15;0;501267;342088;85;342173;4280;6610;53497;92705;45164;48166;1740;12482;13289;46207;9993;955;2170;2304;880;1733
