ELECCIONES AL PARLAMENTO DE NAVARRA POR MESAS 1999;;;;;;;;;;;;;;;;;;;

CÓDIGO;MUNICIPIO;DISTRITO;SECCIÓN;MESA;CENSO_ELECTORAL;ABSTENCIONES;V.EMITIDOS;NULOS;V.VÁLIDOS;BLANCOS;A_CAND.;UPN;PSN-PSOE;CDN;IU-EB;EH;EA-EAJ_PNV;EKA;IN
201;PAMPLONA / IRUÑA;4;18;A;574;194;380;1;379;8;371;207;34;47;24;27;30;1;1
201;PAMPLONA / IRUÑA;4;18;B;621;197;424;0;424;11;413;229;43;59;22;29;25;1;5
201;PAMPLONA / IRUÑA;4;18;C;529;175;354;2;352;7;345;209;41;31;17;28;14;3;2
201;PAMPLONA / IRUÑA;4;19;A;514;136;378;0;378;8;370;173;54;32;26;56;26;0;3
201;PAMPLONA / IRUÑA;4;19;B;509;157;352;1;351;10;341;176;45;24;18;48;28;0;2
201;PAMPLONA / IRUÑA;4;20;A;424;136;288;2;286;10;276;124;37;26;16;54;19;0;0
201;PAMPLONA / IRUÑA;4;20;B;437;123;314;3;311;8;303;158;34;28;27;39;16;0;1
201;PAMPLONA / IRUÑA;4;21;A;514;180;334;1;333;6;327;111;74;47;28;45;19;1;2
201;PAMPLONA / IRUÑA;4;21;B;544;190;354;1;353;11;342;114;68;39;45;55;15;1;5
201;PAMPLONA / IRUÑA;4;21;C;495;167;328;2;326;8;318;132;49;46;27;45;15;0;4
201;PAMPLONA / IRUÑA;4;22;A;478;165;313;2;311;6;305;130;41;33;15;62;23;0;1
201;PAMPLONA / IRUÑA;4;22;B;432;137;295;3;292;13;279;116;42;29;25;45;19;0;3
201;PAMPLONA / IRUÑA;4;23;U;541;156;385;0;385;16;369;225;35;32;15;33;26;0;3
201;PAMPLONA / IRUÑA;4;24;A;763;233;530;7;523;13;510;299;54;48;16;52;39;0;2
201;PAMPLONA / IRUÑA;4;24;B;744;208;536;3;533;13;520;320;52;52;25;34;35;0;2
201;PAMPLONA / IRUÑA;4;25;A;508;175;333;0;333;13;320;120;46;43;34;55;19;0;3
201;PAMPLONA / IRUÑA;4;25;B;577;218;359;3;356;10;346;126;55;30;26;78;25;4;2
201;PAMPLONA / IRUÑA;4;25;C;504;205;299;1;298;8;290;109;50;26;26;63;13;0;3
201;PAMPLONA / IRUÑA;4;26;A;560;259;301;3;298;4;294;111;57;30;22;55;19;0;0
201;PAMPLONA / IRUÑA;4;26;B;561;246;315;3;312;3;309;141;59;21;34;43;9;0;2
201;PAMPLONA / IRUÑA;5;1;A;488;190;298;0;298;1;297;209;45;12;6;20;5;0;0
201;PAMPLONA / IRUÑA;5;1;B;478;192;286;2;284;3;281;204;29;12;11;15;6;2;2
201;PAMPLONA / IRUÑA;5;2;A;503;186;317;1;316;2;314;119;57;33;30;62;10;0;3
201;PAMPLONA / IRUÑA;5;2;B;486;187;299;0;299;4;295;105;46;25;24;64;25;2;4
201;PAMPLONA / IRUÑA;5;3;U;677;264;413;5;408;8;400;201;64;37;35;51;8;1;3
201;PAMPLONA / IRUÑA;5;4;A;532;190;342;3;339;9;330;129;59;29;22;68;16;3;4
201;PAMPLONA / IRUÑA;5;4;B;512;202;310;2;308;9;299;101;77;30;22;56;11;1;1
201;PAMPLONA / IRUÑA;5;5;A;546;254;292;0;292;5;287;95;79;23;29;45;12;1;3
201;PAMPLONA / IRUÑA;5;5;B;509;196;313;4;309;3;306;117;74;41;20;38;14;0;2
201;PAMPLONA / IRUÑA;5;6;A;609;253;356;4;352;10;342;134;65;30;13;84;11;1;4
201;PAMPLONA / IRUÑA;5;6;B;572;217;355;8;347;9;338;131;59;38;30;70;7;0;3
201;PAMPLONA / IRUÑA;5;7;A;609;269;340;1;339;2;337;116;88;21;20;74;15;0;3
201;PAMPLONA / IRUÑA;5;7;B;639;290;349;1;348;8;340;122;65;34;26;77;11;0;5
201;PAMPLONA / IRUÑA;5;8;A;441;159;282;3;279;4;275;168;36;17;12;22;18;0;2
201;PAMPLONA / IRUÑA;5;8;B;453;174;279;1;278;3;275;156;40;17;25;21;13;1;2
201;PAMPLONA / IRUÑA;5;9;A;717;223;494;4;490;9;481;255;48;38;21;81;33;1;4
201;PAMPLONA / IRUÑA;5;9;B;684;264;420;2;418;12;406;210;53;29;33;52;24;0;5
201;PAMPLONA / IRUÑA;5;10;A;614;204;410;3;407;9;398;158;72;36;36;80;15;0;1
201;PAMPLONA / IRUÑA;5;10;B;639;228;411;1;410;13;397;144;74;45;25;67;31;1;10
201;PAMPLONA / IRUÑA;5;11;A;636;271;365;0;365;6;359;145;54;41;25;69;23;0;2
201;PAMPLONA / IRUÑA;5;11;B;562;227;335;3;332;12;320;138;46;33;21;59;21;0;2
201;PAMPLONA / IRUÑA;5;12;A;454;194;260;4;256;5;251;75;45;25;22;63;12;6;3
201;PAMPLONA / IRUÑA;5;12;B;429;177;252;1;251;4;247;83;47;23;29;60;5;0;0
201;PAMPLONA / IRUÑA;6;1;A;537;255;282;1;281;8;273;91;53;17;16;81;13;1;1
201;PAMPLONA / IRUÑA;6;1;B;586;259;327;4;323;12;311;90;59;22;24;103;10;2;1
201;PAMPLONA / IRUÑA;6;2;A;610;298;312;4;308;6;302;81;69;24;40;75;6;3;4
201;PAMPLONA / IRUÑA;6;2;B;669;336;333;1;332;11;321;111;69;23;30;75;11;0;2
201;PAMPLONA / IRUÑA;6;2;C;512;253;259;8;251;4;247;80;60;14;22;55;13;3;0
201;PAMPLONA / IRUÑA;6;3;A;575;219;356;1;355;5;350;64;72;23;43;134;13;1;0
201;PAMPLONA / IRUÑA;6;3;B;537;231;306;2;304;3;301;74;68;18;28;101;11;1;0
201;PAMPLONA / IRUÑA;6;4;A;478;188;290;2;288;3;285;74;84;16;25;71;12;0;3
201;PAMPLONA / IRUÑA;6;4;B;513;226;287;3;284;2;282;60;88;16;21;76;17;0;4
201;PAMPLONA / IRUÑA;6;5;A;639;267;372;1;371;7;364;98;67;30;30;119;16;1;3
201;PAMPLONA / IRUÑA;6;5;B;682;304;378;2;376;10;366;118;86;24;29;97;10;0;2
201;PAMPLONA / IRUÑA;6;6;A;401;168;233;0;233;3;230;53;45;13;14;91;11;0;3
201;PAMPLONA / IRUÑA;6;6;B;387;176;211;0;211;2;209;43;42;11;21;83;9;0;0
201;PAMPLONA / IRUÑA;6;7;A;482;174;308;3;305;4;301;85;65;23;27;98;3;0;0
201;PAMPLONA / IRUÑA;6;7;B;547;210;337;2;335;2;333;73;87;19;32;110;12;0;0
201;PAMPLONA / IRUÑA;6;7;C;542;219;323;2;321;8;313;97;65;23;19;100;7;0;2
201;PAMPLONA / IRUÑA;6;9;A;456;158;298;2;296;4;292;92;59;22;30;66;19;0;4
201;PAMPLONA / IRUÑA;6;9;B;459;163;296;4;292;4;288;80;74;22;18;83;8;0;3
201;PAMPLONA / IRUÑA;6;10;A;696;275;421;1;420;7;413;122;67;34;34;136;16;0;4
201;PAMPLONA / IRUÑA;6;10;B;617;216;401;0;401;5;396;135;57;34;41;107;17;0;5
201;PAMPLONA / IRUÑA;6;11;A;434;182;252;0;252;1;251;100;63;15;25;45;3;0;0
201;PAMPLONA / IRUÑA;6;11;B;427;165;262;1;261;7;254;71;63;20;27;64;8;0;1
201;PAMPLONA / IRUÑA;6;12;A;728;289;439;1;438;16;422;115;75;33;39;138;19;0;3
201;PAMPLONA / IRUÑA;6;12;B;775;301;474;3;471;17;454;105;104;31;57;141;10;0;6
201;PAMPLONA / IRUÑA;6;13;A;617;272;345;3;342;6;336;89;74;24;33;98;14;3;1
201;PAMPLONA / IRUÑA;6;13;B;615;268;347;0;347;6;341;89;82;20;39;99;12;0;0
201;PAMPLONA / IRUÑA;6;14;A;478;165;313;6;307;7;300;69;50;19;44;101;9;1;7
201;PAMPLONA / IRUÑA;6;14;B;512;194;318;3;315;8;307;87;63;25;36;87;8;0;1
201;PAMPLONA / IRUÑA;6;15;A;746;292;454;1;453;11;442;131;74;34;52;127;20;1;3
201;PAMPLONA / IRUÑA;6;15;B;728;283;445;4;441;21;420;166;84;23;47;92;5;0;3
201;PAMPLONA / IRUÑA;7;1;A;634;283;351;7;344;4;340;87;77;29;59;78;9;0;1
201;PAMPLONA / IRUÑA;7;1;B;674;295;379;3;376;5;371;102;92;30;46;94;6;0;1
201;PAMPLONA / IRUÑA;7;2;A;650;324;326;2;324;6;318;84;87;24;36;73;13;0;1
201;PAMPLONA / IRUÑA;7;2;B;565;259;306;5;301;4;297;84;91;16;33;61;10;0;2
201;PAMPLONA / IRUÑA;7;3;A;768;337;431;8;423;5;418;120;106;25;40;114;11;2;0
201;PAMPLONA / IRUÑA;7;3;B;760;333;427;1;426;10;416;101;124;30;26;115;14;0;6
201;PAMPLONA / IRUÑA;7;4;A;587;290;297;2;295;8;287;79;75;18;39;65;9;1;1
201;PAMPLONA / IRUÑA;7;4;B;617;299;318;0;318;5;313;62;96;19;36;91;4;0;5
201;PAMPLONA / IRUÑA;7;5;A;452;185;267;1;266;6;260;80;49;23;33;69;6;0;0
201;PAMPLONA / IRUÑA;7;5;B;509;219;290;2;288;7;281;85;70;22;28;62;9;2;3
201;PAMPLONA / IRUÑA;7;6;A;639;282;357;8;349;5;344;77;81;21;45;103;16;0;1
201;PAMPLONA / IRUÑA;7;6;B;703;324;379;3;376;5;371;94;87;18;43;107;21;1;0
201;PAMPLONA / IRUÑA;7;7;B;645;311;334;4;330;4;326;69;87;16;45;91;15;0;3
201;PAMPLONA / IRUÑA;7;7;C;546;268;278;3;275;4;271;57;75;13;31;86;6;0;3
201;PAMPLONA / IRUÑA;7;7;A;563;289;274;5;269;6;263;51;71;18;25;83;8;4;3
201;PAMPLONA / IRUÑA;7;8;B;645;285;360;1;359;4;355;85;106;20;38;91;13;0;2
201;PAMPLONA / IRUÑA;7;8;A;661;326;335;5;330;4;326;56;91;30;39;97;10;0;3
201;PAMPLONA / IRUÑA;7;9;A;581;341;240;1;239;2;237;85;50;15;19;58;4;0;6
201;PAMPLONA / IRUÑA;7;9;B;585;335;250;0;250;5;245;87;48;13;30;59;8;0;0
201;PAMPLONA / IRUÑA;7;10;A;396;197;199;2;197;5;192;54;47;9;21;51;9;0;1
201;PAMPLONA / IRUÑA;7;10;B;435;229;206;3;203;2;201;49;65;11;13;49;8;1;5
201;PAMPLONA / IRUÑA;7;11;C;539;237;302;4;298;11;287;83;70;26;31;74;3;0;0
201;PAMPLONA / IRUÑA;7;11;A;486;230;256;0;256;8;248;71;54;20;33;61;9;0;0
201;PAMPLONA / IRUÑA;7;11;B;632;293;339;4;335;11;324;98;72;26;33;76;15;0;4
201;PAMPLONA / IRUÑA;7;12;A;545;211;334;5;329;10;319;94;81;16;26;90;10;0;2
201;PAMPLONA / IRUÑA;7;12;B;626;274;352;1;351;13;338;86;96;18;35;85;17;0;1
201;PAMPLONA / IRUÑA;7;13;A;539;230;309;0;309;6;303;72;98;23;34;69;4;0;3
201;PAMPLONA / IRUÑA;7;13;B;558;242;316;2;314;7;307;80;90;22;38;67;8;1;1
201;PAMPLONA / IRUÑA;7;14;A;755;341;414;4;410;8;402;117;115;39;39;78;13;0;1
201;PAMPLONA / IRUÑA;7;14;B;752;348;404;2;402;4;398;133;99;28;40;88;7;0;3
201;PAMPLONA / IRUÑA;7;15;A;548;214;334;4;330;4;326;94;72;27;40;78;13;0;2
201;PAMPLONA / IRUÑA;7;15;B;566;208;358;2;356;9;347;102;95;23;43;66;16;0;2
201;PAMPLONA / IRUÑA;7;16;A;507;223;284;2;282;10;272;83;72;15;28;60;13;1;0
201;PAMPLONA / IRUÑA;7;16;B;519;220;299;1;298;2;296;83;88;15;25;72;9;0;4
201;PAMPLONA / IRUÑA;7;17;U;747;318;429;5;424;18;406;107;116;17;44;112;7;0;3
201;PAMPLONA / IRUÑA;7;18;A;629;264;365;1;364;8;356;100;79;29;34;97;12;1;4
201;PAMPLONA / IRUÑA;7;18;B;636;283;353;3;350;11;339;117;68;25;31;87;9;0;2
201;PAMPLONA / IRUÑA;7;19;A;582;239;343;2;341;2;339;86;68;40;34;97;9;1;4
201;PAMPLONA / IRUÑA;7;19;B;677;310;367;2;365;4;361;108;96;32;31;79;11;0;4
201;PAMPLONA / IRUÑA;8;1;A;494;215;279;2;277;10;267;58;62;23;32;61;24;2;5
201;PAMPLONA / IRUÑA;8;1;B;557;227;330;3;327;4;323;73;84;33;35;80;13;0;5
201;PAMPLONA / IRUÑA;8;2;A;522;199;323;0;323;11;312;118;60;35;44;31;21;0;3
201;PAMPLONA / IRUÑA;8;2;B;608;201;407;2;405;18;387;127;47;45;55;88;22;0;3
201;PAMPLONA / IRUÑA;8;2;C;551;232;319;4;315;3;312;84;65;30;32;83;16;1;1
201;PAMPLONA / IRUÑA;8;3;A;547;216;331;2;329;10;319;78;49;25;58;88;16;0;5
201;PAMPLONA / IRUÑA;8;3;B;585;222;363;0;363;3;360;96;66;35;61;75;17;1;9
201;PAMPLONA / IRUÑA;8;3;C;558;219;339;1;338;12;326;94;63;24;49;83;10;1;2
201;PAMPLONA / IRUÑA;8;4;A;514;202;312;2;310;4;306;68;52;34;42;96;13;0;1
201;PAMPLONA / IRUÑA;8;4;B;485;176;309;1;308;8;300;60;42;39;61;84;12;2;0
201;PAMPLONA / IRUÑA;8;5;A;429;164;265;1;264;6;258;73;37;23;46;64;15;0;0
201;PAMPLONA / IRUÑA;8;5;B;462;201;261;2;259;5;254;63;51;25;49;49;15;0;2
202;PERALTA;1;1;A;513;136;377;3;374;6;368;208;72;14;49;12;1;3;9
202;PERALTA;1;1;B;540;133;407;8;399;7;392;209;105;14;41;3;3;3;14
202;PERALTA;1;2;A;754;167;587;6;581;13;568;241;140;23;100;16;5;4;39
202;PERALTA;1;2;B;599;141;458;0;458;13;445;158;108;33;94;14;5;0;33
202;PERALTA;2;1;A;730;162;568;3;565;18;547;297;96;32;89;13;5;0;15
202;PERALTA;2;1;B;720;164;556;4;552;21;531;273;119;21;85;11;6;0;16
203;PETILLA DE ARAGON;1;1;U;44;18;26;0;26;1;25;9;10;1;0;2;3;0;0
204;PIEDRAMILLERA;1;1;U;71;17;54;0;54;1;53;37;5;3;3;3;1;0;1
205;PITILLAS;1;1;U;511;123;388;3;385;11;374;169;110;38;29;22;5;0;1
206;PUENTE LA REINA / GARES;1;1;A;621;125;496;3;493;8;485;201;63;45;36;90;33;15;2
206;PUENTE LA REINA / GARES;1;1;B;677;139;538;4;534;14;520;247;83;34;30;83;29;12;2
206;PUENTE LA REINA / GARES;1;1;C;567;110;457;2;455;12;443;212;63;38;21;69;26;12;2
207;PUEYO;1;1;U;292;82;210;1;209;8;201;92;21;14;8;55;8;0;3
208;RIBAFORADA;1;1;A;360;73;287;2;285;2;283;143;76;8;44;7;1;0;4
208;RIBAFORADA;1;1;B;477;74;403;9;394;5;389;224;115;10;34;3;2;0;1
208;RIBAFORADA;2;1;A;563;115;448;6;442;6;436;187;173;6;55;10;1;0;4
208;RIBAFORADA;2;1;B;594;99;495;9;486;6;480;141;237;7;75;9;1;2;8
208;RIBAFORADA;2;1;C;587;83;504;7;497;5;492;203;194;13;70;7;0;0;5
209;ROMANZADO;1;1;U;144;46;98;0;98;0;98;53;15;8;6;13;2;0;1
210;RONCAL;1;1;U;311;49;262;1;261;18;243;103;35;39;9;39;15;1;2
211;ORREAGA / RONCESVALLES;1;1;U;27;4;23;0;23;0;23;17;0;6;0;0;0;0;0
212;SADA;1;1;U;226;98;128;1;127;1;126;91;12;8;4;6;4;0;1
213;SALDIAS;1;1;U;124;29;95;1;94;3;91;21;1;6;0;35;28;0;0
214;SALINAS DE ORO;1;1;U;94;33;61;1;60;1;59;26;8;5;3;9;6;0;2
215;SAN ADRIAN;1;1;A;595;175;420;5;415;14;401;177;181;9;21;7;3;0;3
215;SAN ADRIAN;1;1;B;525;127;398;0;398;13;385;191;146;11;24;6;0;1;6
215;SAN ADRIAN;1;2;A;639;175;464;0;464;8;456;213;191;8;30;3;3;1;7
215;SAN ADRIAN;1;2;B;574;574;0;0;0;0;0;0;0;0;0;0;0;0;0
215;SAN ADRIAN;2;1;A;661;192;469;1;468;15;453;196;219;8;21;3;2;0;4
215;SAN ADRIAN;2;1;B;651;166;485;1;484;11;473;219;201;16;21;8;5;0;3
215;SAN ADRIAN;2;2;U;746;185;561;8;553;9;544;233;252;15;30;3;5;3;3
216;SANGÜESA / ZANGOZA;1;1;A;694;214;480;0;480;8;472;193;93;102;31;41;9;1;2
216;SANGÜESA / ZANGOZA;1;1;B;748;204;544;4;540;17;523;200;92;103;53;40;24;3;8
216;SANGÜESA / ZANGOZA;2;1;A;430;100;330;2;328;6;322;137;38;66;27;41;8;4;1
216;SANGÜESA / ZANGOZA;2;1;B;439;104;335;1;334;4;330;140;66;53;38;19;12;1;1
216;SANGÜESA / ZANGOZA;2;2;A;768;220;548;3;545;13;532;180;68;149;50;52;19;10;4
216;SANGÜESA / ZANGOZA;2;2;B;796;257;539;2;537;9;528;189;93;137;32;49;20;5;3
217;SAN MARTIN DE UNX;1;1;U;460;153;307;4;303;10;293;162;70;16;16;15;13;0;1
219;SANSOL;1;1;U;118;38;80;0;80;2;78;32;32;2;5;4;0;0;3
220;SANTACARA;1;1;A;429;125;304;7;297;16;281;146;82;25;6;14;4;0;4
220;SANTACARA;1;1;B;464;133;331;7;324;7;317;165;99;18;21;10;3;0;1
221;DONEZTEBE / SANTESTEBAN;1;1;A;514;85;429;3;426;4;422;105;25;23;20;82;166;0;1
221;DONEZTEBE / SANTESTEBAN;1;1;B;521;115;406;6;400;7;393;110;30;31;10;53;158;0;1
222;SARRIES;1;1;U;74;24;50;0;50;2;48;22;7;7;3;8;1;0;0
223;SARTAGUDA;1;1;A;459;96;363;4;359;9;350;154;133;5;11;45;2;0;0
223;SARTAGUDA;1;1;B;725;138;587;1;586;20;566;189;244;9;25;91;4;0;4
224;SESMA;1;1;A;631;134;497;4;493;5;488;291;148;11;14;15;7;1;1
224;SESMA;1;1;B;587;127;460;2;458;14;444;263;136;8;17;14;3;0;3
225;SORLADA;1;1;U;47;15;32;0;32;1;31;17;7;1;1;1;4;0;0
226;SUNBILLA;1;1;U;572;144;428;11;417;7;410;85;9;20;5;99;191;0;1
227;TAFALLA;1;1;A;407;89;318;3;315;7;308;138;59;21;17;41;31;0;1
227;TAFALLA;1;1;B;409;102;307;1;306;4;302;153;56;20;12;40;20;1;0
227;TAFALLA;1;2;A;647;174;473;3;470;6;464;209;108;35;15;72;20;1;4
227;TAFALLA;1;2;B;768;175;593;7;586;13;573;266;134;31;20;90;26;3;3
227;TAFALLA;1;3;A;502;136;366;2;364;6;358;113;101;22;25;67;28;2;0
227;TAFALLA;1;3;B;599;168;431;5;426;6;420;144;134;14;33;77;16;1;1
227;TAFALLA;1;3;C;563;170;393;2;391;16;375;129;120;22;26;65;13;0;0
227;TAFALLA;2;1;A;628;203;425;1;424;16;408;135;104;19;38;86;25;1;0
227;TAFALLA;2;1;B;700;195;505;2;503;8;495;168;147;23;34;91;29;0;3
227;TAFALLA;2;1;C;601;147;454;2;452;9;443;175;113;19;21;94;20;1;0
227;TAFALLA;2;2;A;728;213;515;1;514;12;502;166;121;23;29;122;38;1;2
227;TAFALLA;2;2;B;725;226;499;3;496;12;484;177;112;25;31;110;23;5;1
227;TAFALLA;2;3;A;642;239;403;5;398;7;391;90;128;10;50;97;15;0;1
227;TAFALLA;2;3;B;605;217;388;2;386;4;382;113;132;13;25;84;15;0;0
228;TIEBAS-MURUARTE DE RETA;1;1;U;496;182;314;7;307;16;291;125;68;28;18;27;12;11;2
229;TIRAPU;1;1;U;60;13;47;0;47;1;46;25;1;7;4;9;0;0;0
230;TORRALBA DEL RIO;1;1;U;147;28;119;2;117;4;113;70;14;9;8;7;2;1;2
231;TORRES DEL RIO;1;1;U;179;54;125;2;123;4;119;84;21;6;3;4;1;0;0
232;TUDELA;1;1;A;591;229;362;4;358;8;350;151;120;30;19;24;2;4;0
232;TUDELA;1;1;B;508;173;335;2;333;13;320;163;94;11;21;23;4;0;4
232;TUDELA;1;2;A;510;168;342;9;333;18;315;148;90;17;26;28;2;1;3
232;TUDELA;1;2;B;483;131;352;6;346;14;332;149;103;10;40;22;3;0;5
232;TUDELA;1;3;U;504;169;335;4;331;5;326;190;68;14;19;27;2;1;5
232;TUDELA;2;1;A;861;295;566;14;552;15;537;287;116;13;65;48;2;1;5
232;TUDELA;2;1;B;959;341;618;11;607;15;592;282;161;28;61;43;5;1;11
232;TUDELA;2;2;A;553;176;377;2;375;9;366;213;76;9;24;30;4;2;8
232;TUDELA;2;2;B;552;189;363;1;362;8;354;212;73;13;21;28;2;1;4
232;TUDELA;2;3;A;525;167;358;5;353;15;338;238;55;14;19;8;2;1;1
232;TUDELA;2;3;B;627;192;435;9;426;17;409;280;70;17;19;11;6;2;4
232;TUDELA;2;4;U;924;311;613;1;612;23;589;303;172;20;34;40;8;0;12
232;TUDELA;2;5;U;647;202;445;3;442;9;433;314;69;13;17;11;2;2;5
232;TUDELA;3;1;A;711;248;463;6;457;7;450;300;84;20;21;16;3;4;2
232;TUDELA;3;1;B;729;226;503;6;497;10;487;306;98;22;31;14;7;4;5
232;TUDELA;3;2;A;827;253;574;9;565;24;541;159;275;26;38;31;7;2;3
232;TUDELA;3;2;B;710;203;507;8;499;19;480;250;141;20;31;33;3;0;2
232;TUDELA;3;3;A;610;187;423;6;417;21;396;199;127;10;27;16;4;3;10
232;TUDELA;3;3;B;687;243;444;7;437;9;428;234;123;1;37;26;3;1;3
232;TUDELA;3;4;A;562;203;359;3;356;5;351;222;78;15;17;16;1;1;1
232;TUDELA;3;4;B;697;217;480;4;476;10;466;290;104;16;24;22;5;4;1
232;TUDELA;3;4;C;566;183;383;1;382;11;371;225;83;18;22;19;1;1;2
232;TUDELA;3;5;A;610;237;373;4;369;7;362;163;111;4;37;32;8;0;7
232;TUDELA;3;5;B;716;229;487;4;483;23;460;221;138;14;48;32;4;1;2
232;TUDELA;3;6;U;832;283;549;13;536;15;521;241;186;14;40;36;2;1;1
232;TUDELA;4;1;U;785;244;541;1;540;11;529;252;173;15;33;42;7;4;3
232;TUDELA;4;2;B;576;179;397;6;391;12;379;152;142;11;41;27;0;2;4
232;TUDELA;4;2;C;512;147;365;2;363;5;358;160;127;10;26;28;4;1;2
232;TUDELA;4;2;A;520;177;343;5;338;2;336;143;124;6;35;22;2;1;3
232;TUDELA;4;3;A;483;155;328;4;324;8;316;158;102;3;23;28;1;1;0
232;TUDELA;4;3;B;573;180;393;3;390;8;382;182;136;11;25;21;3;2;2
232;TUDELA;4;3;C;542;147;395;8;387;11;376;192;106;9;32;30;2;0;5
232;TUDELA;4;4;A;617;216;401;2;399;16;383;156;128;7;52;30;7;1;2
232;TUDELA;4;4;B;682;239;443;10;433;12;421;169;159;15;43;31;2;2;0
232;TUDELA;4;5;U;958;330;628;6;622;18;604;334;170;17;36;32;7;2;6
233;TULEBRAS;1;1;U;96;16;80;0;80;2;78;44;20;2;4;2;4;1;1
234;UCAR;1;1;U;107;37;70;0;70;0;70;36;12;6;2;8;4;0;2
235;UJUE;1;1;U;231;83;148;1;147;4;143;58;26;17;17;22;3;0;0
236;ULTZAMA;1;1;A;690;249;441;4;437;15;422;203;22;37;19;96;39;0;6
236;ULTZAMA;1;1;B;642;226;416;0;416;22;394;205;18;43;15;74;35;0;4
237;UNCITI;1;1;U;205;62;143;0;143;3;140;73;13;31;11;8;4;0;0
238;UNZUE;1;1;U;125;28;97;0;97;2;95;33;13;16;7;23;3;0;0
239;URDAZUBI / URDAX;1;1;U;343;167;176;1;175;5;170;105;7;3;5;34;15;0;1
240;URDIAIN;1;1;U;578;255;323;2;321;1;320;59;19;17;7;179;39;0;0
241;URRAUL ALTO;1;1;U;152;54;98;2;96;3;93;55;3;8;2;17;7;0;1
242;URRAUL BAJO;1;1;U;259;102;157;0;157;7;150;92;8;13;6;20;5;5;1
243;URROZ;1;1;U;295;112;183;0;183;8;175;82;33;11;10;33;4;0;2
244;URROTZ;1;1;U;173;65;108;0;108;3;105;54;0;10;1;20;19;0;1
245;URZAINQUI;1;1;U;102;22;80;0;80;6;74;38;5;9;3;14;4;0;1
246;UTERGA;1;1;U;128;44;84;0;84;2;82;34;18;14;8;6;2;0;0
247;UZTARROZ / UZTARROZE;1;1;U;263;84;179;0;179;7;172;80;11;6;19;53;3;0;0
248;LUZAIDE / VALCARLOS;1;1;U;400;65;335;3;332;13;319;131;49;32;5;68;32;1;1
249;VALTIERRA;1;1;A;615;132;483;6;477;1;476;139;263;57;8;4;1;0;4
249;VALTIERRA;1;1;B;540;98;442;7;435;6;429;170;182;56;9;4;0;0;8
249;VALTIERRA;2;1;B;453;102;351;0;351;10;341;80;222;25;7;4;3;0;0
249;VALTIERRA;2;1;A;467;91;376;1;375;7;368;75;252;25;5;8;2;0;1
250;BERA / VERA DE BIDASOA;1;1;A;467;131;336;0;336;5;331;87;21;31;8;111;68;1;4
250;BERA / VERA DE BIDASOA;1;1;B;610;170;440;2;438;9;429;108;44;31;18;127;100;0;1
250;BERA / VERA DE BIDASOA;1;1;C;560;176;384;5;379;4;375;114;25;13;15;132;73;0;3
250;BERA / VERA DE BIDASOA;1;2;U;626;186;440;3;437;9;428;81;22;36;8;158;115;2;6
250;BERA / VERA DE BIDASOA;2;1;U;658;204;454;5;449;14;435;77;15;30;6;169;135;1;2
251;VIANA;1;1;A;709;162;547;4;543;12;531;263;119;52;12;40;20;22;3
251;VIANA;1;1;B;631;163;468;11;457;14;443;217;112;51;6;29;20;7;1
251;VIANA;1;2;U;945;222;723;6;717;16;701;281;221;61;31;67;29;8;3
251;VIANA;2;1;U;646;189;457;6;451;8;443;167;179;28;19;32;16;0;2
252;VIDANGOZ;1;1;U;102;38;64;0;64;0;64;27;1;15;2;18;1;0;0
253;BIDAURRETA;1;1;U;99;37;62;0;62;1;61;17;7;5;8;22;2;0;0
254;VILLAFRANCA;1;1;A;635;118;517;3;514;10;504;237;192;13;29;30;0;0;3
254;VILLAFRANCA;1;1;B;606;126;480;6;474;8;466;197;204;12;26;27;0;0;0
254;VILLAFRANCA;2;1;A;395;84;311;5;306;4;302;125;119;6;25;23;1;0;3
254;VILLAFRANCA;2;1;B;504;116;388;3;385;2;383;104;183;8;57;28;0;0;3
255;VILLAMAYOR DE MONJARDIN;1;1;U;100;22;78;0;78;8;70;46;12;0;6;4;1;1;0
256;HIRIBERRI/VILLANUEVA DE AEZKOA;1;1;U;145;92;53;1;52;0;52;9;2;12;4;20;4;0;1
257;VILLATUERTA;1;1;U;662;219;443;8;435;22;413;192;87;32;29;44;18;4;7
258;VILLAVA / ATARRABIA;1;1;A;584;210;374;2;372;11;361;113;57;31;22;98;38;2;0
258;VILLAVA / ATARRABIA;1;1;B;600;261;339;1;338;3;335;90;65;19;41;91;25;2;2
258;VILLAVA / ATARRABIA;2;1;A;679;225;454;2;452;8;444;130;48;45;43;118;53;4;3
258;VILLAVA / ATARRABIA;2;1;B;611;200;411;5;406;7;399;123;38;29;41;124;39;1;4
258;VILLAVA / ATARRABIA;2;2;A;897;309;588;3;585;9;576;186;97;26;63;171;26;0;7
258;VILLAVA / ATARRABIA;2;2;B;998;376;622;9;613;15;598;180;77;51;71;169;46;0;4
258;VILLAVA / ATARRABIA;2;3;A;702;234;468;2;466;17;449;148;46;46;45;108;47;6;3
258;VILLAVA / ATARRABIA;2;3;B;659;207;452;3;449;6;443;137;70;35;52;108;37;2;2
258;VILLAVA / ATARRABIA;2;4;A;705;224;481;3;478;9;469;127;79;38;40;122;52;3;8
258;VILLAVA / ATARRABIA;2;4;B;638;202;436;1;435;9;426;125;81;26;28;115;44;0;7
259;IGANTZI;1;1;U;508;85;423;3;420;11;409;101;13;24;6;114;151;0;0
